5851674112791691 , 19616924778262439
62175026493725974 , 48730421497521018
128707068152323938 , 20018680209692007
265421727229542041 , 469758395235724272
875773967294399446 , 529557810315291027
817747533322974195 , 473653430355971144
388125420441411738 , 679485636527669967
577762758647505025 , 527566362839283427
1438240781050841710 , 6985317971117343976
239454041144558590 , 8887920641153106575
1326569151179517227 , 4336194731235288287
4798447981324840870 , 3569459051360566896
4079924361400016548 , 1070172041462007028
3087548231497524231 , 6713641041509984469
7572120081544094805 , 7203060301692061432
374411861780339043 , 7383981131782704902
2521673541818353843 , 5570682251830940756
3297972641888407960 , 7712460741919352896
4778827121939690969 , 5162165501953474194
405270302084359975 , 3230668762105013019
90847729637620980 , 147766487789451732
1659172621406509567 , 1150759051525740514
1304882413581964618 , 960062125594207483
1166570543642378998 , 1381838434803900192
1252853759881645866 , 1506653618944907363
1023583462979038753 , 11902132141086801532
16143309661190064425 , 15633543641195694890
10540145921217225495 , 12894208641217232119
11621032221218242911 , 11558982661243415982
16418768431245134883 , 9965326661258102117
13048221901369895901 , 12683268651375897291
16810090151473959475 , 11809547831501466174
15795879081514408148 , 16546972711521867564
13480188281628783326 , 12457929941650564183
15351452111677546284 , 11643976491779933097
11158754601792186627 , 15149173161808234623
15955952351810500213 , 15592781551861950639
15872863611907971059 , 11366874281933349297
10345633502012855991 , 17098906152055362607
16586438572064703021 , 9901121592096749553
206983531917565472 , 188704426639255336
2039188479282751783 , 1729682413489956044
1933845055570084840 , 2110377009623089083
2057345308648732784 , 1795485573713166018
2031992436734797573 , 1927785704814866146
17559876921359870963 , 20973855441405396760
19928373111445005264 , 20746492551492433316
19110035651524099028 , 3800731321575279570
19565820011815457908 , 18581955361952541140
20436125332026317226 , 20377766642081053720
